stage,legacy_barcode,real_barcode,lot_no,issue_barcode,receive_date,crate_index,piece_count,net_weight,note
holo,RHO-OP-700-C012,RHO-714-C012,OP-700,IHO-714,16/09/2025,12,60,17.100,""
holo,RHO-OP-700-C013,RHO-714-C013,OP-700,IHO-714,16/09/2025,13,58,16.864,""
holo,RHO-OP-700-C014,RHO-714-C014,OP-700,IHO-714,16/09/2025,14,50,14.540,""
holo,RHO-OP-700-C015,RHO-714-C015,OP-700,IHO-714,16/09/2025,15,59,16.622,""
holo,RHO-OP-700-C016,RHO-714-C016,OP-700,IHO-714,16/09/2025,16,60,17.210,""
holo,RHO-OP-700-C017,RHO-714-C017,OP-700,IHO-714,16/09/2025,17,60,17.039,""
holo,RHO-OP-700-C018,RHO-714-C018,OP-700,IHO-714,16/09/2025,18,60,16.810,""
holo,RHO-OP-700-C019,RHO-714-C019,OP-700,IHO-714,16/09/2025,19,59,17.362,""
holo,RHO-OP-700-C020,RHO-714-C020,OP-700,IHO-714,16/09/2025,20,60,17.220,""
holo,RHO-OP-700-C021,RHO-714-C021,OP-700,IHO-714,16/09/2025,21,60,17.070,""
holo,RHO-OP-700-C022,RHO-714-C022,OP-700,IHO-714,16/09/2025,22,50,14.210,""
holo,RHO-OP-700-C023,RHO-714-C023,OP-700,IHO-714,16/09/2025,23,59,17.252,""
holo,RHO-OP-700-C024,RHO-714-C024,OP-700,IHO-714,16/09/2025,24,60,17.300,""
holo,RHO-OP-700-C025,RHO-714-C025,OP-700,IHO-714,16/09/2025,25,30,8.750,""
holo,RHO-OP-700-C026,RHO-714-C026,OP-700,IHO-714,16/09/2025,26,50,13.630,""
holo,RHO-OP-700-C027,RHO-714-C027,OP-700,IHO-714,16/09/2025,27,50,14.470,""
holo,RHO-OP-701-C001,RHO-715-C001,OP-701,IHO-715,23/09/2025,1,60,16.650,""
holo,RHO-OP-701-C002,RHO-715-C002,OP-701,IHO-715,23/09/2025,2,59,17.542,""
holo,RHO-OP-701-C003,RHO-715-C003,OP-701,IHO-715,23/09/2025,3,59,16.772,""
holo,RHO-OP-702-C001,RHO-716-C001,OP-702,IHO-716,18/10/2025,1,60,17.720,""
holo,RHO-OP-702-C002,RHO-716-C002,OP-702,IHO-716,18/10/2025,2,36,11.727,""
holo,RHO-OP-702-C003,RHO-716-C003,OP-702,IHO-716,18/10/2025,3,24,7.202,""
holo,RHO-OP-702-C004,RHO-716-C004,OP-702,IHO-716,18/10/2025,4,59,17.682,""
holo,RHO-OP-702-C005,RHO-716-C005,OP-702,IHO-716,18/10/2025,5,60,17.510,""
holo,RHO-OP-702-C006,RHO-716-C006,OP-702,IHO-716,18/10/2025,6,60,17.580,""
holo,RHO-OP-702-C007,RHO-716-C007,OP-702,IHO-716,18/10/2025,7,60,18.210,""
holo,RHO-OP-702-C008,RHO-716-C008,OP-702,IHO-716,18/10/2025,8,60,17.890,""
holo,RHO-OP-702-C009,RHO-716-C009,OP-702,IHO-716,18/10/2025,9,59,17.862,""
holo,RHO-OP-702-C010,RHO-716-C010,OP-702,IHO-716,18/10/2025,10,59,17.982,""
holo,RHO-OP-702-C011,RHO-716-C011,OP-702,IHO-716,18/10/2025,11,50,15.410,""
holo,RHO-OP-702-C012,RHO-716-C012,OP-702,IHO-716,18/10/2025,12,60,18.230,""
holo,RHO-OP-702-C013,RHO-716-C013,OP-702,IHO-716,18/10/2025,13,60,18.150,""
holo,RHO-OP-702-C014,RHO-716-C014,OP-702,IHO-716,18/10/2025,14,50,14.970,""
holo,RHO-OP-702-C015,RHO-716-C015,OP-702,IHO-716,18/10/2025,15,60,12.700,""
holo,RHO-OP-702-C016,RHO-716-C016,OP-702,IHO-716,18/10/2025,16,59,12.662,""
holo,RHO-OP-702-C017,RHO-716-C017,OP-702,IHO-716,18/10/2025,17,50,9.970,""
holo,RHO-OP-702-C018,RHO-716-C018,OP-702,IHO-716,18/10/2025,18,60,13.540,""
holo,RHO-OP-702-C019,RHO-716-C019,OP-702,IHO-716,18/10/2025,19,59,17.802,""
holo,RHO-OP-702-C020,RHO-716-C020,OP-702,IHO-716,18/10/2025,20,60,17.370,""
holo,RHO-OP-702-C021,RHO-716-C021,OP-702,IHO-716,18/10/2025,21,60,16.510,""
holo,RHO-OP-702-C022,RHO-716-C022,OP-702,IHO-716,18/10/2025,22,60,17.120,""
holo,RHO-OP-702-C023,RHO-716-C023,OP-702,IHO-716,18/10/2025,23,60,17.770,""
holo,RHO-OP-702-C024,RHO-716-C024,OP-702,IHO-716,18/10/2025,24,60,18.210,""
holo,RHO-OP-702-C025,RHO-716-C025,OP-702,IHO-716,18/10/2025,25,60,18.070,""
holo,RHO-OP-702-C026,RHO-716-C026,OP-702,IHO-716,18/10/2025,26,60,17.830,""
holo,RHO-OP-702-C027,RHO-716-C027,OP-702,IHO-716,18/10/2025,27,60,17.870,""
holo,RHO-OP-702-C028,RHO-716-C028,OP-702,IHO-716,18/10/2025,28,60,17.950,""
holo,RHO-OP-702-C029,RHO-716-C029,OP-702,IHO-716,18/10/2025,29,60,17.510,""
holo,RHO-OP-702-C030,RHO-716-C030,OP-702,IHO-716,18/10/2025,30,60,17.480,""
holo,RHO-OP-702-C031,RHO-716-C031,OP-702,IHO-716,18/10/2025,31,60,16.580,""
holo,RHO-OP-702-C032,RHO-716-C032,OP-702,IHO-716,18/10/2025,32,60,17.590,""
holo,RHO-OP-702-C033,RHO-716-C033,OP-702,IHO-716,18/10/2025,33,60,17.560,""
holo,RHO-OP-702-C034,RHO-716-C034,OP-702,IHO-716,18/10/2025,34,59,17.172,""
holo,RHO-OP-702-C035,RHO-716-C035,OP-702,IHO-716,18/10/2025,35,26,7.700,""
holo,RHO-OP-702-C036,RHO-716-C036,OP-702,IHO-716,18/10/2025,36,16,3.820,""
holo,RHO-OP-702-C037,RHO-716-C037,OP-702,IHO-716,18/10/2025,37,24,6.136,""
holo,RHO-OP-702-C038,RHO-716-C038,OP-702,IHO-716,18/10/2025,38,60,17.740,""
holo,RHO-OP-702-C039,RHO-716-C039,OP-702,IHO-716,18/10/2025,39,60,17.070,""
holo,RHO-OP-703-C001,RHO-717-C001,OP-703,IHO-717,09/12/2025,1,60,17.400,""
holo,RHO-OP-703-C002,RHO-717-C002,OP-703,IHO-717,09/12/2025,2,50,14.610,""
holo,RHO-OP-703-C003,RHO-717-C003,OP-703,IHO-717,09/12/2025,3,59,15.302,""
holo,RHO-OP-703-C004,RHO-717-C004,OP-703,IHO-717,09/12/2025,4,60,17.210,""
holo,RHO-OP-703-C005,RHO-717-C005,OP-703,IHO-717,09/12/2025,5,60,17.730,""
holo,RHO-OP-703-C006,RHO-717-C006,OP-703,IHO-717,09/12/2025,6,55,13.670,""
holo,RHO-OP-703-C007,RHO-717-C007,OP-703,IHO-717,09/12/2025,7,60,17.730,""
holo,RHO-OP-703-C008,RHO-717-C008,OP-703,IHO-717,09/12/2025,8,46,13.588,""
holo,RHO-OP-703-C009,RHO-717-C009,OP-703,IHO-717,09/12/2025,9,59,17.832,""
holo,RHO-OP-703-C010,RHO-717-C010,OP-703,IHO-717,09/12/2025,10,60,17.720,""
holo,RHO-OP-703-C011,RHO-717-C011,OP-703,IHO-717,09/12/2025,11,60,18.100,""
holo,RHO-OP-703-C012,RHO-717-C012,OP-703,IHO-717,09/12/2025,12,59,17.772,""
holo,RHO-OP-703-C013,RHO-717-C013,OP-703,IHO-717,09/12/2025,13,59,17.222,""
holo,RHO-OP-703-C014,RHO-717-C014,OP-703,IHO-717,09/12/2025,14,60,18.310,""
holo,RHO-OP-703-C015,RHO-717-C015,OP-703,IHO-717,09/12/2025,15,60,17.710,""
holo,RHO-OP-703-C016,RHO-717-C016,OP-703,IHO-717,09/12/2025,16,59,15.845,""
holo,RHO-OP-703-C017,RHO-717-C017,OP-703,IHO-717,09/12/2025,17,60,18.260,""
holo,RHO-OP-703-C018,RHO-717-C018,OP-703,IHO-717,09/12/2025,18,60,17.710,""
holo,RHO-OP-703-C019,RHO-717-C019,OP-703,IHO-717,09/12/2025,19,60,18.080,""
holo,RHO-OP-703-C020,RHO-717-C020,OP-703,IHO-717,09/12/2025,20,60,17.880,""
holo,RHO-OP-703-C021,RHO-717-C021,OP-703,IHO-717,09/12/2025,21,59,16.732,""
holo,RHO-OP-703-C022,RHO-717-C022,OP-703,IHO-717,09/12/2025,22,50,13.810,""
holo,RHO-OP-703-C023,RHO-717-C023,OP-703,IHO-717,09/12/2025,23,59,17.832,""
holo,RHO-OP-703-C024,RHO-717-C024,OP-703,IHO-717,09/12/2025,24,60,18.350,""
holo,RHO-OP-703-C025,RHO-717-C025,OP-703,IHO-717,09/12/2025,25,59,17.672,""
holo,RHO-OP-703-C026,RHO-717-C026,OP-703,IHO-717,09/12/2025,26,60,18.170,""
holo,RHO-OP-703-C027,RHO-717-C027,OP-703,IHO-717,09/12/2025,27,60,17.270,""
holo,RHO-OP-703-C028,RHO-717-C028,OP-703,IHO-717,09/12/2025,28,50,13.780,""
holo,RHO-OP-703-C029,RHO-717-C029,OP-703,IHO-717,09/12/2025,29,11,3.148,""
holo,RHO-OP-704-C001,RHO-718-C001,OP-704,IHO-718,20/11/2025,1,60,17.740,""
holo,RHO-OP-705-C001,RHO-719-C001,OP-705,IHO-719,15/12/2025,1,60,16.550,""
holo,RHO-OP-705-C002,RHO-719-C002,OP-705,IHO-719,15/12/2025,2,60,14.280,""
holo,RHO-OP-705-C003,RHO-719-C003,OP-705,IHO-719,15/12/2025,3,60,16.010,""
holo,RHO-OP-705-C004,RHO-719-C004,OP-705,IHO-719,15/12/2025,4,60,14.840,""
holo,RHO-OP-705-C005,RHO-719-C005,OP-705,IHO-719,15/12/2025,5,60,15.230,""
holo,RHO-OP-705-C006,RHO-719-C006,OP-705,IHO-719,15/12/2025,6,60,16.730,""
holo,RHO-OP-705-C007,RHO-719-C007,OP-705,IHO-719,15/12/2025,7,60,16.430,""
holo,RHO-OP-705-C008,RHO-719-C008,OP-705,IHO-719,15/12/2025,8,60,16.450,""
holo,RHO-OP-705-C009,RHO-719-C009,OP-705,IHO-719,15/12/2025,9,59,14.105,""
holo,RHO-OP-705-C010,RHO-719-C010,OP-705,IHO-719,15/12/2025,10,59,16.782,""
holo,RHO-OP-705-C011,RHO-719-C011,OP-705,IHO-719,15/12/2025,11,50,13.260,""
holo,RHO-OP-705-C012,RHO-719-C012,OP-705,IHO-719,15/12/2025,12,60,16.310,""
holo,RHO-OP-705-C013,RHO-719-C013,OP-705,IHO-719,15/12/2025,13,59,16.312,""
holo,RHO-OP-705-C014,RHO-719-C014,OP-705,IHO-719,15/12/2025,14,60,17.000,""
holo,RHO-OP-705-C015,RHO-719-C015,OP-705,IHO-719,15/12/2025,15,60,17.060,""
holo,RHO-OP-705-C016,RHO-719-C016,OP-705,IHO-719,15/12/2025,16,50,13.610,""
holo,RHO-OP-705-C017,RHO-719-C017,OP-705,IHO-719,15/12/2025,17,60,17.280,""
holo,RHO-OP-705-C018,RHO-719-C018,OP-705,IHO-719,15/12/2025,18,60,15.940,""
holo,RHO-OP-705-C019,RHO-719-C019,OP-705,IHO-719,15/12/2025,19,50,13.540,""
holo,RHO-OP-705-C020,RHO-719-C020,OP-705,IHO-719,15/12/2025,20,60,16.780,""
holo,RHO-OP-705-C021,RHO-719-C021,OP-705,IHO-719,15/12/2025,21,60,17.180,""
holo,RHO-OP-705-C022,RHO-719-C022,OP-705,IHO-719,15/12/2025,22,60,16.910,""
holo,RHO-OP-705-C023,RHO-719-C023,OP-705,IHO-719,15/12/2025,23,60,17.060,""
holo,RHO-OP-705-C024,RHO-719-C024,OP-705,IHO-719,15/12/2025,24,59,16.752,""
holo,RHO-OP-705-C025,RHO-719-C025,OP-705,IHO-719,15/12/2025,25,50,14.180,""
holo,RHO-OP-705-C026,RHO-719-C026,OP-705,IHO-719,15/12/2025,26,59,16.132,""
holo,RHO-OP-705-C027,RHO-719-C027,OP-705,IHO-719,15/12/2025,27,50,12.640,""
holo,RHO-OP-705-C028,RHO-719-C028,OP-705,IHO-719,15/12/2025,28,60,16.770,""
holo,RHO-OP-705-C029,RHO-719-C029,OP-705,IHO-719,15/12/2025,29,7,2.686,""
holo,RHO-OP-706-C001,RHO-720-C001,OP-706,IHO-720,13/12/2025,1,24,2.592,""
holo,RHO-OP-707-C001,RHO-721-C001,OP-707,IHO-721,16/12/2025,1,10,1.390,""
holo,RHO-OP-707-C002,RHO-721-C002,OP-707,IHO-721,16/12/2025,2,30,2.070,""
holo,RHO-OP-707-C003,RHO-721-C003,OP-707,IHO-721,16/12/2025,3,60,17.850,""
holo,RHO-OP-707-C004,RHO-721-C004,OP-707,IHO-721,16/12/2025,4,60,17.600,""
holo,RHO-OP-707-C005,RHO-721-C005,OP-707,IHO-721,16/12/2025,5,60,17.520,""
holo,RHO-OP-707-C006,RHO-721-C006,OP-707,IHO-721,16/12/2025,6,59,17.662,""
holo,RHO-OP-708-C001,RHO-722-C001,OP-708,IHO-722,17/12/2025,1,10,2.550,""
holo,RHO-OP-708-C002,RHO-722-C002,OP-708,IHO-722,17/12/2025,2,60,18.030,""
holo,RHO-OP-708-C003,RHO-722-C003,OP-708,IHO-722,17/12/2025,3,60,17.820,""
holo,RHO-OP-709-C001,RHO-723-C001,OP-709,IHO-723,22/12/2025,1,60,17.730,""
holo,RHO-OP-709-C002,RHO-723-C002,OP-709,IHO-723,22/12/2025,2,30,8.600,""
holo,RHO-OP-709-C003,RHO-723-C003,OP-709,IHO-723,22/12/2025,3,60,17.230,""
holo,RHO-OP-709-C004,RHO-723-C004,OP-709,IHO-723,22/12/2025,4,59,17.082,""
holo,RHO-OP-709-C005,RHO-723-C005,OP-709,IHO-723,22/12/2025,5,60,17.510,""
holo,RHO-OP-709-C006,RHO-723-C006,OP-709,IHO-723,22/12/2025,6,59,16.872,""
holo,RHO-OP-709-C007,RHO-723-C007,OP-709,IHO-723,22/12/2025,7,50,14.440,""
holo,RHO-OP-710-C001,RHO-724-C001,OP-710,IHO-724,02/01/2026,1,60,22.140,""
holo,RHO-OP-710-C002,RHO-724-C002,OP-710,IHO-724,02/01/2026,2,59,21.932,""
holo,RHO-OP-710-C003,RHO-724-C003,OP-710,IHO-724,02/01/2026,3,60,22.510,""
holo,RHO-OP-710-C004,RHO-724-C004,OP-710,IHO-724,02/01/2026,4,50,18.210,""
holo,RHO-OP-710-C005,RHO-724-C005,OP-710,IHO-724,02/01/2026,5,50,18.700,""
holo,RHO-OP-711-C001,RHO-725-C001,OP-711,IHO-725,18/07/2025,1,50,14.720,""
holo,RHO-OP-711-C002,RHO-725-C002,OP-711,IHO-725,18/07/2025,2,30,8.900,""
holo,RHO-OP-711-C003,RHO-725-C003,OP-711,IHO-725,18/07/2025,3,50,13.680,""
holo,RHO-OP-712-C001,RHO-726-C001,OP-712,IHO-726,13/02/2023,1,30,11.130,""
holo,RHO-OP-713-C001,RHO-727-C001,OP-713,IHO-727,06/01/2025,1,49,14.975,""
holo,RHO-OP-714-C001,RHO-728-C001,OP-714,IHO-728,18/12/2025,1,50,11.650,""
holo,RHO-OP-715-C001,RHO-729-C001,OP-715,IHO-729,13/09/2025,1,31,12.055,""
holo,RHO-OP-715-C002,RHO-729-C002,OP-715,IHO-729,13/09/2025,2,53,15.344,""
holo,RHO-OP-716-C001,RHO-730-C001,OP-716,IHO-730,13/12/2025,1,50,15.610,""
holo,RHO-OP-716-C002,RHO-730-C002,OP-716,IHO-730,13/12/2025,2,50,14.480,""
holo,RHO-OP-716-C003,RHO-730-C003,OP-716,IHO-730,13/12/2025,3,50,12.120,""
holo,RHO-OP-716-C004,RHO-730-C004,OP-716,IHO-730,13/12/2025,4,60,18.520,""
holo,RHO-OP-716-C005,RHO-730-C005,OP-716,IHO-730,13/12/2025,5,59,15.392,""
holo,RHO-OP-716-C006,RHO-730-C006,OP-716,IHO-730,13/12/2025,6,50,15.600,""
holo,RHO-OP-716-C007,RHO-730-C007,OP-716,IHO-730,13/12/2025,7,36,9.660,""
holo,RHO-OP-716-C008,RHO-730-C008,OP-716,IHO-730,13/12/2025,8,50,13.540,""
holo,RHO-OP-716-C009,RHO-730-C009,OP-716,IHO-730,13/12/2025,9,50,15.920,""
holo,RHO-OP-716-C010,RHO-730-C010,OP-716,IHO-730,13/12/2025,10,50,16.580,""
holo,RHO-OP-716-C011,RHO-730-C011,OP-716,IHO-730,13/12/2025,11,50,17.190,""
holo,RHO-OP-716-C012,RHO-730-C012,OP-716,IHO-730,13/12/2025,12,50,15.810,""
holo,RHO-OP-716-C013,RHO-730-C013,OP-716,IHO-730,13/12/2025,13,60,18.260,""
holo,RHO-OP-716-C014,RHO-730-C014,OP-716,IHO-730,13/12/2025,14,50,16.840,""
holo,RHO-OP-716-C015,RHO-730-C015,OP-716,IHO-730,13/12/2025,15,50,17.530,""
holo,RHO-OP-716-C016,RHO-730-C016,OP-716,IHO-730,13/12/2025,16,50,18.210,""
holo,RHO-OP-716-C017,RHO-730-C017,OP-716,IHO-730,13/12/2025,17,50,21.040,""
holo,RHO-OP-716-C018,RHO-730-C018,OP-716,IHO-730,13/12/2025,18,50,18.250,""
holo,RHO-OP-716-C019,RHO-730-C019,OP-716,IHO-730,13/12/2025,19,50,19.040,""
holo,RHO-OP-716-C020,RHO-730-C020,OP-716,IHO-730,13/12/2025,20,50,20.170,""
holo,RHO-OP-716-C021,RHO-730-C021,OP-716,IHO-730,13/12/2025,21,48,16.594,""
holo,RHO-OP-717-C001,RHO-731-C001,OP-717,IHO-731,26/11/2025,1,11,4.565,""
holo,RHO-OP-717-C002,RHO-731-C002,OP-717,IHO-731,26/11/2025,2,12,4.600,""
holo,RHO-OP-717-C003,RHO-731-C003,OP-717,IHO-731,26/11/2025,3,12,4.030,""
holo,RHO-OP-717-C004,RHO-731-C004,OP-717,IHO-731,26/11/2025,4,11,3.805,""
holo,RHO-OP-717-C005,RHO-731-C005,OP-717,IHO-731,26/11/2025,5,12,4.790,""
holo,RHO-OP-718-C001,RHO-732-C001,OP-718,IHO-732,29/11/2025,1,48,18.660,""
holo,RHO-OP-719-C001,RHO-733-C001,OP-719,IHO-733,02/12/2025,1,14,5.840,""
holo,RHO-OP-719-C002,RHO-733-C002,OP-719,IHO-733,02/12/2025,2,12,4.530,""
holo,RHO-OP-719-C003,RHO-733-C003,OP-719,IHO-733,02/12/2025,3,48,16.940,""
holo,RHO-OP-719-C004,RHO-733-C004,OP-719,IHO-733,02/12/2025,4,59,24.055,""
holo,RHO-OP-719-C005,RHO-733-C005,OP-719,IHO-733,02/12/2025,5,12,5.120,""
holo,RHO-OP-719-C006,RHO-733-C006,OP-719,IHO-733,02/12/2025,6,12,5.100,""
holo,RHO-OP-719-C007,RHO-733-C007,OP-719,IHO-733,02/12/2025,7,11,4.315,""
holo,RHO-OP-719-C008,RHO-733-C008,OP-719,IHO-733,02/12/2025,8,12,5.060,""
holo,RHO-OP-719-C009,RHO-733-C009,OP-719,IHO-733,02/12/2025,9,60,25.230,""
holo,RHO-OP-719-C010,RHO-733-C010,OP-719,IHO-733,02/12/2025,10,48,20.570,""
holo,RHO-OP-719-C011,RHO-733-C011,OP-719,IHO-733,02/12/2025,11,12,4.620,""
holo,RHO-OP-719-C012,RHO-733-C012,OP-719,IHO-733,02/12/2025,12,48,20.410,""
holo,RHO-OP-719-C013,RHO-733-C013,OP-719,IHO-733,02/12/2025,13,12,4.160,""
holo,RHO-OP-719-C014,RHO-733-C014,OP-719,IHO-733,02/12/2025,14,48,19.990,""
holo,RHO-OP-720-C001,RHO-734-C001,OP-720,IHO-734,18/12/2025,1,11,4.555,""
holo,RHO-OP-720-C002,RHO-734-C002,OP-720,IHO-734,18/12/2025,2,11,3.005,""
holo,RHO-OP-720-C003,RHO-734-C003,OP-720,IHO-734,18/12/2025,3,12,4.920,""
holo,RHO-OP-720-C004,RHO-734-C004,OP-720,IHO-734,18/12/2025,4,48,20.030,""
holo,RHO-OP-720-C005,RHO-734-C005,OP-720,IHO-734,18/12/2025,5,11,4.555,""
holo,RHO-OP-720-C006,RHO-734-C006,OP-720,IHO-734,18/12/2025,6,12,5.060,""
holo,RHO-OP-720-C007,RHO-734-C007,OP-720,IHO-734,18/12/2025,7,48,19.480,""
holo,RHO-OP-720-C008,RHO-734-C008,OP-720,IHO-734,18/12/2025,8,11,4.505,""
holo,RHO-OP-720-C009,RHO-734-C009,OP-720,IHO-734,18/12/2025,9,48,19.300,""
holo,RHO-OP-720-C010,RHO-734-C010,OP-720,IHO-734,18/12/2025,10,12,4.920,""
holo,RHO-OP-720-C011,RHO-734-C011,OP-720,IHO-734,18/12/2025,11,48,18.410,""
holo,RHO-OP-721-C001,RHO-735-C001,OP-721,IHO-735,04/01/2025,1,32,9.610,""
